rank,candidate_id,semantic_score,skill_score,behavior_score,experience_score,final_score,explanation
1516,CAND_0071331,0.7518,3.9767,-0.0388,1.0,1.4371,Strong semantic match with job description; Relevant professional experience
1517,CAND_0044039,0.7413,4.0333,0.1358,0.7,1.437,Moderate overall profile match
1518,CAND_0015789,0.7123,4.06,0.16,0.7,1.4369,Moderate overall profile match
1519,CAND_0032527,0.7566,3.52,0.7464,0.7,1.4369,Strong semantic match with job description; Positive candidate engagement signals
1520,CAND_0067415,0.7067,4.1333,0.0754,0.7,1.4361,Moderate overall profile match
1521,CAND_0068111,0.7645,3.76,0.2016,1.0,1.4361,Strong semantic match with job description; Relevant professional experience
1522,CAND_0081229,0.7231,4.3333,0.1654,0.2,1.4357,Moderate overall profile match
1523,CAND_0051007,0.7421,3.7,0.5434,0.7,1.4355,Positive candidate engagement signals
1524,CAND_0000665,0.7665,3.3767,0.67,1.0,1.4348,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1525,CAND_0083004,0.7415,3.8733,0.099,1.0,1.4347,Relevant professional experience
1526,CAND_0043430,0.744,3.5,0.5602,1.0,1.4346,Positive candidate engagement signals; Relevant professional experience
1527,CAND_0086738,0.7353,4.02,0.1506,0.7,1.4342,Moderate overall profile match
1528,CAND_0078140,0.7534,4.07,0.05,0.7,1.4338,Strong semantic match with job description
1529,CAND_0024282,0.743,3.85,0.3404,0.7,1.4328,Moderate overall profile match
1530,CAND_0095111,0.7502,4.1567,-0.0584,0.7,1.4326,Strong semantic match with job description
1531,CAND_0097149,0.7118,4.37,0.1272,0.2,1.4326,Moderate overall profile match
1532,CAND_0088027,0.715,4.1433,0.0282,0.7,1.4325,Moderate overall profile match
1533,CAND_0061862,0.7451,4.0533,0.4538,0.2,1.4321,Moderate overall profile match
1534,CAND_0037395,0.7212,4.0933,0.0758,0.7,1.432,Moderate overall profile match
1535,CAND_0099401,0.7798,3.62,0.323,1.0,1.4315,Strong semantic match with job description; Relevant professional experience
1536,CAND_0008104,0.7212,3.9833,0.2082,0.7,1.431,Moderate overall profile match
1537,CAND_0032179,0.7627,3.3067,0.7444,1.0,1.4306,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1538,CAND_0097075,0.7315,3.37,0.7274,1.0,1.4306,Positive candidate engagement signals; Relevant professional experience
1539,CAND_0098337,0.7326,3.9167,0.266,0.7,1.4304,Moderate overall profile match
1540,CAND_0017448,0.7431,3.67,0.3278,1.0,1.4303,Relevant professional experience
1541,CAND_0096972,0.7388,4.09,0.0346,0.7,1.43,Moderate overall profile match
1542,CAND_0095580,0.7361,3.96,0.2024,0.7,1.4299,Moderate overall profile match
1543,CAND_0043034,0.7323,4.0533,0.0926,0.7,1.4298,Moderate overall profile match
1544,CAND_0056089,0.7316,4.1633,0.3316,0.2,1.4298,Moderate overall profile match
1545,CAND_0071974,0.8138,3.42,0.4962,1.0,1.4298,Strong semantic match with job description; Relevant professional experience
1546,CAND_0068057,0.7414,4.0033,0.1368,0.7,1.4297,Moderate overall profile match
1547,CAND_0053004,0.7577,3.99,0.12,0.7,1.4296,Strong semantic match with job description
1548,CAND_0090201,0.7099,3.43,0.691,1.0,1.4296,Positive candidate engagement signals; Relevant professional experience
1549,CAND_0077096,0.7042,3.9567,0.2684,0.7,1.4295,Moderate overall profile match
1550,CAND_0080661,0.7262,4.1633,0.3412,0.2,1.4295,Moderate overall profile match
1551,CAND_0087169,0.7451,3.9433,0.203,0.7,1.4295,Moderate overall profile match
1552,CAND_0016424,0.7551,3.8567,0.0648,1.0,1.4292,Strong semantic match with job description; Relevant professional experience
1553,CAND_0044746,0.7272,4.1467,-0.0168,0.7,1.4292,Moderate overall profile match
1554,CAND_0091745,0.7633,3.2433,0.8152,1.0,1.4292,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1555,CAND_0079201,0.7219,4.0867,0.0674,0.7,1.4289,Moderate overall profile match
1556,CAND_0008593,0.7112,4.1233,0.4174,0.2,1.4288,Moderate overall profile match
1557,CAND_0045657,0.7112,3.9633,0.2426,0.7,1.4288,Moderate overall profile match
1558,CAND_0026307,0.7244,3.75,0.2568,1.0,1.4286,Relevant professional experience
1559,CAND_0050741,0.7408,4.0867,0.0264,0.7,1.4282,Moderate overall profile match
1560,CAND_0035508,0.7126,3.4167,0.6934,1.0,1.4279,Positive candidate engagement signals; Relevant professional experience
1561,CAND_0070493,0.7404,3.75,0.221,1.0,1.4279,Relevant professional experience
1562,CAND_0000120,0.6866,3.92,0.116,1.0,1.4278,Relevant professional experience
1563,CAND_0014561,0.7384,4.0967,0.0156,0.7,1.4276,Moderate overall profile match
1564,CAND_0099269,0.7552,3.4,0.6276,1.0,1.4276,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1565,CAND_0030832,0.7056,4.0633,0.122,0.7,1.4275,Moderate overall profile match
1566,CAND_0086087,0.7276,4.02,0.1322,0.7,1.4275,Moderate overall profile match
1567,CAND_0061649,0.7265,3.6867,0.3256,1.0,1.4274,Relevant professional experience
1568,CAND_0095619,0.7663,3.48,0.8792,0.5,1.4274,Strong semantic match with job description; Positive candidate engagement signals
1569,CAND_0014242,0.7526,3.5767,0.6352,0.7,1.4273,Strong semantic match with job description; Positive candidate engagement signals
1570,CAND_0077867,0.7275,4.37,0.066,0.2,1.4267,Moderate overall profile match
1571,CAND_0081172,0.756,3.92,-0.0286,1.0,1.4267,Strong semantic match with job description; Relevant professional experience
1572,CAND_0079064,0.7802,3.44,0.5228,1.0,1.4266,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1573,CAND_0056121,0.7669,4.1767,0.2278,0.2,1.4265,Strong semantic match with job description
1574,CAND_0019474,0.731,3.5567,0.6962,0.7,1.4258,Positive candidate engagement signals
1575,CAND_0053136,0.738,3.8333,0.1104,1.0,1.4256,Relevant professional experience
1576,CAND_0088536,0.7312,4.1267,-0.0192,0.7,1.4253,Moderate overall profile match
1577,CAND_0056069,0.7601,3.88,0.2306,0.7,1.4252,Strong semantic match with job description
1578,CAND_0071408,0.704,3.6867,0.359,1.0,1.4251,Relevant professional experience
1579,CAND_0016450,0.7398,4.03,0.0826,0.7,1.425,Moderate overall profile match
1580,CAND_0023470,0.7248,4.06,0.0754,0.7,1.425,Moderate overall profile match
1581,CAND_0035535,0.738,4.3167,0.1024,0.2,1.4249,Moderate overall profile match
1582,CAND_0006821,0.7891,3.48,0.4444,1.0,1.4245,Strong semantic match with job description; Relevant professional experience
1583,CAND_0060717,0.7469,3.9933,0.1094,0.7,1.424,Moderate overall profile match
1584,CAND_0064269,0.743,3.84,0.309,0.7,1.424,Moderate overall profile match
1585,CAND_0070774,0.7416,3.7833,0.1578,1.0,1.424,Relevant professional experience
1586,CAND_0085441,0.7549,3.7933,0.3436,0.7,1.424,Strong semantic match with job description
1587,CAND_0059261,0.7342,3.9033,0.2464,0.7,1.4238,Moderate overall profile match
1588,CAND_0005755,0.7532,3.7933,0.1192,1.0,1.4235,Strong semantic match with job description; Relevant professional experience
1589,CAND_0025920,0.7572,4.3233,0.0482,0.2,1.4234,Strong semantic match with job description
1590,CAND_0026016,0.73,4.1133,0.3656,0.2,1.4234,Moderate overall profile match
1591,CAND_0036591,0.7302,3.93,-0.0078,1.0,1.423,Relevant professional experience
1592,CAND_0081211,0.7104,3.93,0.2566,0.7,1.423,Moderate overall profile match
1593,CAND_0005585,0.7237,4.1733,0.2994,0.2,1.4227,Moderate overall profile match
1594,CAND_0020350,0.7919,3.4,0.5294,1.0,1.4226,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1595,CAND_0069696,0.7382,4.02,0.0866,0.7,1.4226,Moderate overall profile match
1596,CAND_0064918,0.7322,3.9967,0.1274,0.7,1.4225,Moderate overall profile match
1597,CAND_0076614,0.7318,4.2967,0.1274,0.2,1.4223,Moderate overall profile match
1598,CAND_0002120,0.7585,3.3167,0.6976,1.0,1.4221,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1599,CAND_0013536,0.7645,3.44,0.7564,0.7,1.4221,Strong semantic match with job description; Positive candidate engagement signals
1600,CAND_0024649,0.7297,4.3833,0.0212,0.2,1.4219,Moderate overall profile match
1601,CAND_0049736,0.7028,4.0033,0.1734,0.7,1.4217,Moderate overall profile match
1602,CAND_0029449,0.7644,3.51,0.6648,0.7,1.4212,Strong semantic match with job description; Positive candidate engagement signals
1603,CAND_0091727,0.7368,3.5833,0.402,1.0,1.421,Relevant professional experience
1604,CAND_0098582,0.7099,4.1767,0.3138,0.2,1.4209,Moderate overall profile match
1605,CAND_0023237,0.7423,4.1067,-0.039,0.7,1.4208,Moderate overall profile match
1606,CAND_0023184,0.7305,3.28,0.792,1.0,1.4206,Positive candidate engagement signals; Relevant professional experience
1607,CAND_0027976,0.7466,3.97,0.1222,0.7,1.4206,Moderate overall profile match
1608,CAND_0093477,0.7319,4.0767,0.0184,0.7,1.4206,Moderate overall profile match
1609,CAND_0040178,0.7664,3.51,0.4314,1.0,1.4203,Strong semantic match with job description; Relevant professional experience
1610,CAND_0012114,0.6881,3.9067,0.0912,1.0,1.4202,Relevant professional experience
1611,CAND_0022232,0.7769,3.54,0.5972,0.7,1.4202,Strong semantic match with job description; Positive candidate engagement signals
1612,CAND_0008606,0.7492,4.26,0.1226,0.2,1.4192,Moderate overall profile match
1613,CAND_0054816,0.7434,3.9533,0.1406,0.7,1.4188,Moderate overall profile match
1614,CAND_0082212,0.7226,4.38,0.0238,0.2,1.4188,Moderate overall profile match
1615,CAND_0015003,0.7113,4.3767,0.0502,0.2,1.4187,Moderate overall profile match
1616,CAND_0015863,0.7492,3.92,0.17,0.7,1.4187,Moderate overall profile match
1617,CAND_0069133,0.7065,3.92,0.0296,1.0,1.4185,Relevant professional experience
1618,CAND_0019824,0.708,3.9067,0.2664,0.7,1.4181,Moderate overall profile match
1619,CAND_0064904,0.7808,3.4,0.7532,0.7,1.418,Strong semantic match with job description; Positive candidate engagement signals
1620,CAND_0061270,0.7196,4.0,0.1244,0.7,1.4177,Moderate overall profile match
1621,CAND_0070038,0.75,4.21,0.1762,0.2,1.4177,Moderate overall profile match
1622,CAND_0001109,0.7361,3.8467,0.2824,0.7,1.4176,Moderate overall profile match
1623,CAND_0003117,0.7663,3.9833,0.0506,0.7,1.4175,Strong semantic match with job description
1624,CAND_0016640,0.7497,3.9967,0.067,0.7,1.4175,Moderate overall profile match
1625,CAND_0036229,0.7518,4.02,0.4086,0.2,1.4174,Strong semantic match with job description
1626,CAND_0082069,0.6969,3.8867,0.0826,1.0,1.4169,Relevant professional experience
1627,CAND_0080664,0.7334,3.35,0.6796,1.0,1.4168,Positive candidate engagement signals; Relevant professional experience
1628,CAND_0073024,0.7239,4.0167,0.0888,0.7,1.4165,Moderate overall profile match
1629,CAND_0029581,0.7232,3.94,0.185,0.7,1.4163,Moderate overall profile match
1630,CAND_0084629,0.7708,3.7767,0.2926,0.7,1.416,Strong semantic match with job description
1631,CAND_0031442,0.7346,3.69,0.4722,0.7,1.4158,Moderate overall profile match
1632,CAND_0059182,0.7451,3.86,0.0136,1.0,1.4157,Relevant professional experience
1633,CAND_0006198,0.7325,4.1433,0.2838,0.2,1.4156,Moderate overall profile match
1634,CAND_0074834,0.7414,4.25,0.1316,0.2,1.4154,Moderate overall profile match
1635,CAND_0041349,0.7377,4.15,0.2628,0.2,1.4152,Moderate overall profile match
1636,CAND_0054600,0.7479,3.7667,0.346,0.7,1.415,Moderate overall profile match
1637,CAND_0083971,0.7206,4.01,0.0964,0.7,1.415,Moderate overall profile match
1638,CAND_0096046,0.6916,3.83,0.1542,1.0,1.415,Relevant professional experience
1639,CAND_0025924,0.7234,4.0467,0.0446,0.7,1.4149,Moderate overall profile match
1640,CAND_0080372,0.7534,3.2533,0.751,1.0,1.4149,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1641,CAND_0092555,0.7397,3.96,0.1196,0.7,1.4148,Moderate overall profile match
1642,CAND_0025663,0.755,3.41,0.5506,1.0,1.4146,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1643,CAND_0013883,0.7552,3.9233,0.1328,0.7,1.4145,Strong semantic match with job description
1644,CAND_0018499,0.803,3.11,0.828,1.0,1.4143,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1645,CAND_0071457,0.7517,3.26,0.741,1.0,1.4139,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1646,CAND_0063718,0.7505,4.0033,0.0372,0.7,1.4135,Strong semantic match with job description
1647,CAND_0093814,0.747,3.7933,0.3062,0.7,1.4134,Moderate overall profile match
1648,CAND_0090135,0.7272,3.48,0.512,1.0,1.4133,Positive candidate engagement signals; Relevant professional experience
1649,CAND_0029546,0.7538,3.7733,0.3164,0.7,1.4131,Strong semantic match with job description
1650,CAND_0051304,0.7551,4.0767,0.3094,0.2,1.4131,Strong semantic match with job description
1651,CAND_0050506,0.7504,3.83,0.2508,0.7,1.4128,Strong semantic match with job description
1652,CAND_0099966,0.7372,4.3467,0.0054,0.2,1.4126,Moderate overall profile match
1653,CAND_0068351,0.7968,3.51,0.331,1.0,1.4124,Strong semantic match with job description; Relevant professional experience
1654,CAND_0026913,0.7479,3.4,0.7904,0.7,1.4122,Positive candidate engagement signals
1655,CAND_0070808,0.7955,3.26,0.645,1.0,1.4122,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1656,CAND_0054339,0.7398,4.3067,0.0478,0.2,1.4121,Moderate overall profile match
1657,CAND_0087778,0.7499,3.44,0.5098,1.0,1.4119,Positive candidate engagement signals; Relevant professional experience
1658,CAND_0076588,0.7421,3.9567,0.1038,0.7,1.4118,Moderate overall profile match
1659,CAND_0036786,0.7514,3.6833,0.426,0.7,1.4116,Strong semantic match with job description
1660,CAND_0001267,0.7604,3.3267,0.6278,1.0,1.4114,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1661,CAND_0040830,0.7309,4.3667,-0.0128,0.2,1.4114,Moderate overall profile match
1662,CAND_0052722,0.755,3.9267,0.1132,0.7,1.4113,Strong semantic match with job description
1663,CAND_0061549,0.7456,3.9433,0.1112,0.7,1.4113,Moderate overall profile match
1664,CAND_0034316,0.7356,3.4533,0.5174,1.0,1.4111,Positive candidate engagement signals; Relevant professional experience
1665,CAND_0080086,0.7252,3.8233,0.076,1.0,1.4111,Relevant professional experience
1666,CAND_0078101,0.7585,3.9933,0.0216,0.7,1.411,Strong semantic match with job description
1667,CAND_0044441,0.7736,4.2033,0.103,0.2,1.4109,Strong semantic match with job description
1668,CAND_0054948,0.7573,3.8267,0.2306,0.7,1.4107,Strong semantic match with job description
1669,CAND_0073025,0.7327,4.2933,0.0716,0.2,1.4107,Moderate overall profile match
1670,CAND_0099806,0.7934,3.33,0.7782,0.7,1.4105,Strong semantic match with job description; Positive candidate engagement signals
1671,CAND_0053208,0.7179,3.9833,0.1116,0.7,1.4103,Moderate overall profile match
1672,CAND_0011171,0.7401,4.2233,0.1414,0.2,1.4102,Moderate overall profile match
1673,CAND_0071913,0.7577,3.3667,0.802,0.7,1.4102,Strong semantic match with job description; Positive candidate engagement signals
1674,CAND_0048526,0.7626,3.8033,0.2458,0.7,1.41,Strong semantic match with job description
1675,CAND_0060162,0.7251,3.6667,0.2658,1.0,1.4099,Relevant professional experience
1676,CAND_0073077,0.7188,3.94,0.1612,0.7,1.4098,Moderate overall profile match
1677,CAND_0088524,0.761,3.96,0.052,0.7,1.4098,Strong semantic match with job description
1678,CAND_0095271,0.724,4.2367,0.154,0.2,1.4096,Moderate overall profile match
1679,CAND_0047079,0.724,4.0067,0.0648,0.7,1.4092,Moderate overall profile match
1680,CAND_0040307,0.725,3.79,0.332,0.7,1.4089,Moderate overall profile match
1681,CAND_0048534,0.7582,3.66,0.4278,0.7,1.4088,Strong semantic match with job description
1682,CAND_0012509,0.7384,3.56,0.5912,0.7,1.4086,Positive candidate engagement signals
1683,CAND_0042673,0.7617,3.9167,0.0958,0.7,1.408,Strong semantic match with job description
1684,CAND_0081686,0.7859,3.4,0.4684,1.0,1.408,Strong semantic match with job description; Relevant professional experience
1685,CAND_0004946,0.7392,4.0467,0.3528,0.2,1.4079,Moderate overall profile match
1686,CAND_0043397,0.6738,4.0,0.167,0.7,1.4079,Moderate overall profile match
1687,CAND_0007391,0.7337,3.6867,0.4344,0.7,1.407,Moderate overall profile match
1688,CAND_0015298,0.7515,3.9667,0.0476,0.7,1.4068,Strong semantic match with job description
1689,CAND_0018604,0.7678,3.45,0.6606,0.7,1.4067,Strong semantic match with job description; Positive candidate engagement signals
1690,CAND_0034946,0.7442,3.41,0.5302,1.0,1.4062,Positive candidate engagement signals; Relevant professional experience
1691,CAND_0013681,0.7061,3.83,0.0804,1.0,1.406,Relevant professional experience
1692,CAND_0088434,0.716,3.9467,0.1398,0.7,1.406,Moderate overall profile match
1693,CAND_0022029,0.7191,3.82,0.0658,1.0,1.4058,Relevant professional experience
1694,CAND_0087316,0.7784,3.3533,0.7546,0.7,1.4056,Strong semantic match with job description; Positive candidate engagement signals
1695,CAND_0054160,0.7651,3.9,0.0966,0.7,1.4054,Strong semantic match with job description
1696,CAND_0044855,0.7727,3.4,0.481,1.0,1.4053,Strong semantic match with job description; Relevant professional experience
1697,CAND_0099145,0.7739,3.46,0.4034,1.0,1.4052,Strong semantic match with job description; Relevant professional experience
1698,CAND_0070463,0.7084,3.5,0.708,0.7,1.405,Positive candidate engagement signals
1699,CAND_0013316,0.7398,3.7367,0.3488,0.7,1.4049,Moderate overall profile match
1700,CAND_0034910,0.7451,3.7967,0.2612,0.7,1.4045,Moderate overall profile match
1701,CAND_0064599,0.7413,3.97,0.052,0.7,1.4044,Moderate overall profile match
1702,CAND_0088675,0.6863,4.0233,0.0954,0.7,1.4044,Moderate overall profile match
1703,CAND_0010868,0.7146,3.76,0.3672,0.7,1.4043,Moderate overall profile match
1704,CAND_0039521,0.7884,3.5333,0.5024,0.7,1.4042,Strong semantic match with job description; Positive candidate engagement signals
1705,CAND_0056345,0.7536,3.86,0.5378,0.2,1.404,Strong semantic match with job description; Positive candidate engagement signals
1706,CAND_0073873,0.7589,3.45,0.4392,1.0,1.4039,Strong semantic match with job description; Relevant professional experience
1707,CAND_0048601,0.7136,4.0633,0.3628,0.2,1.4038,Moderate overall profile match
1708,CAND_0010027,0.7277,3.3533,0.621,1.0,1.4036,Positive candidate engagement signals; Relevant professional experience
1709,CAND_0084618,0.7304,3.5833,0.327,1.0,1.4034,Relevant professional experience
1710,CAND_0057369,0.7542,3.37,0.7694,0.7,1.4031,Strong semantic match with job description; Positive candidate engagement signals
1711,CAND_0085853,0.7183,3.82,0.6524,0.2,1.4028,Positive candidate engagement signals
1712,CAND_0041672,0.7347,3.9933,0.0268,0.7,1.4026,Moderate overall profile match
1713,CAND_0036593,0.745,3.89,0.1342,0.7,1.4023,Moderate overall profile match
1714,CAND_0075111,0.7447,3.9467,0.0634,0.7,1.4022,Moderate overall profile match
1715,CAND_0043331,0.7408,3.78,0.6532,0.2,1.402,Positive candidate engagement signals
1716,CAND_0086701,0.7327,4.2067,0.1364,0.2,1.402,Moderate overall profile match
1717,CAND_0088193,0.7472,4.1767,0.1432,0.2,1.4017,Moderate overall profile match
1718,CAND_0098321,0.749,3.7833,0.256,0.7,1.4017,Moderate overall profile match
1719,CAND_0055737,0.7048,3.64,0.2982,1.0,1.4016,Relevant professional experience
1720,CAND_0097052,0.6956,3.35,0.6776,1.0,1.4013,Positive candidate engagement signals; Relevant professional experience
1721,CAND_0051004,0.7915,3.35,0.7072,0.7,1.4005,Strong semantic match with job description; Positive candidate engagement signals
1722,CAND_0045613,0.7878,3.2067,0.6658,1.0,1.3999,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1723,CAND_0094728,0.7585,3.3067,0.599,1.0,1.3999,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1724,CAND_0084090,0.7588,3.3967,0.7104,0.7,1.3998,Strong semantic match with job description; Positive candidate engagement signals
1725,CAND_0002220,0.7256,3.8367,0.0002,1.0,1.3994,Relevant professional experience
1726,CAND_0074559,0.7479,4.1833,0.1214,0.2,1.3993,Moderate overall profile match
1727,CAND_0062433,0.7338,3.8867,0.1444,0.7,1.399,Moderate overall profile match
1728,CAND_0066501,0.7188,4.16,0.2068,0.2,1.3989,Moderate overall profile match
1729,CAND_0025504,0.7582,3.2867,0.8426,0.7,1.3985,Strong semantic match with job description; Positive candidate engagement signals
1730,CAND_0019684,0.731,3.8833,0.5254,0.2,1.3983,Positive candidate engagement signals
1731,CAND_0096206,0.7307,3.9333,0.0874,0.7,1.3981,Moderate overall profile match
1732,CAND_0022182,0.7263,3.78,0.0624,1.0,1.398,Relevant professional experience
1733,CAND_0064326,0.788,3.35,0.4762,1.0,1.3979,Strong semantic match with job description; Relevant professional experience
1734,CAND_0045984,0.7286,3.8733,0.5368,0.2,1.3971,Positive candidate engagement signals
1735,CAND_0099383,0.74,3.96,0.03,0.7,1.397,Moderate overall profile match
1736,CAND_0033476,0.7267,3.9033,0.1238,0.7,1.3963,Moderate overall profile match
1737,CAND_0071245,0.7466,3.6933,0.3458,0.7,1.3961,Moderate overall profile match
1738,CAND_0091254,0.7848,3.31,0.5218,1.0,1.3958,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1739,CAND_0047401,0.6998,3.3733,0.6124,1.0,1.3957,Positive candidate engagement signals; Relevant professional experience
1740,CAND_0091275,0.7172,3.8567,0.1978,0.7,1.3956,Moderate overall profile match
1741,CAND_0021680,0.7672,3.8833,0.0638,0.7,1.3955,Strong semantic match with job description
1742,CAND_0084290,0.7462,3.7967,0.214,0.7,1.3955,Moderate overall profile match
1743,CAND_0039235,0.7517,3.7067,0.315,0.7,1.3954,Strong semantic match with job description
1744,CAND_0074942,0.7161,3.8667,0.1858,0.7,1.3953,Moderate overall profile match
1745,CAND_0079629,0.7542,3.6467,0.3842,0.7,1.3952,Strong semantic match with job description
1746,CAND_0039626,0.7321,4.2433,0.0554,0.2,1.3948,Moderate overall profile match
1747,CAND_0051889,0.7392,3.6667,0.1616,1.0,1.3947,Relevant professional experience
1748,CAND_0045887,0.7389,3.2867,0.8614,0.7,1.3945,Positive candidate engagement signals
1749,CAND_0068456,0.7418,3.44,0.664,0.7,1.3945,Positive candidate engagement signals
1750,CAND_0050492,0.7043,4.0,0.4112,0.2,1.394,Moderate overall profile match
1751,CAND_0084680,0.7386,3.9067,0.0846,0.7,1.394,Moderate overall profile match
1752,CAND_0081857,0.722,4.1,0.2506,0.2,1.3939,Moderate overall profile match
1753,CAND_0067168,0.7647,3.8867,0.4306,0.2,1.3937,Strong semantic match with job description
1754,CAND_0099930,0.7342,3.7567,0.0512,1.0,1.3931,Relevant professional experience
1755,CAND_0096904,0.7176,3.2867,0.67,1.0,1.3927,Positive candidate engagement signals; Relevant professional experience
1756,CAND_0092167,0.7675,3.7867,0.1694,0.7,1.3926,Strong semantic match with job description
1757,CAND_0038904,0.7263,3.79,0.2476,0.7,1.3925,Moderate overall profile match
1758,CAND_0018176,0.7233,3.53,0.3512,1.0,1.3921,Relevant professional experience
1759,CAND_0016533,0.7319,3.9667,0.3864,0.2,1.3917,Moderate overall profile match
1760,CAND_0051086,0.7395,3.38,0.5042,1.0,1.3916,Positive candidate engagement signals; Relevant professional experience
1761,CAND_0087930,0.7291,4.0733,0.2582,0.2,1.3916,Moderate overall profile match
1762,CAND_0052736,0.7347,3.9767,0.3666,0.2,1.3914,Moderate overall profile match
1763,CAND_0022378,0.7031,3.7967,0.2778,0.7,1.391,Moderate overall profile match
1764,CAND_0098347,0.7049,3.55,0.3556,1.0,1.3906,Relevant professional experience
1765,CAND_0023301,0.7672,3.3367,0.4974,1.0,1.3905,Strong semantic match with job description; Relevant professional experience
1766,CAND_0083307,0.7756,3.15,0.714,1.0,1.3905,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1767,CAND_0094598,0.7117,4.01,0.3668,0.2,1.3905,Moderate overall profile match
1768,CAND_0031765,0.7297,3.6733,0.3762,0.7,1.3904,Moderate overall profile match
1769,CAND_0093749,0.7013,3.8533,0.5818,0.2,1.3902,Positive candidate engagement signals
1770,CAND_0075370,0.7107,3.77,0.0666,1.0,1.3901,Relevant professional experience
1771,CAND_0005201,0.7233,3.44,0.45,1.0,1.3893,Relevant professional experience
1772,CAND_0038844,0.723,3.9933,0.357,0.2,1.3889,Moderate overall profile match
1773,CAND_0033752,0.751,3.21,0.6788,1.0,1.3887,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1774,CAND_0034077,0.7297,3.9933,-0.0328,0.7,1.3887,Moderate overall profile match
1775,CAND_0063892,0.7486,3.8567,0.1002,0.7,1.3887,Moderate overall profile match
1776,CAND_0001193,0.746,3.31,0.5634,1.0,1.3886,Positive candidate engagement signals; Relevant professional experience
1777,CAND_0050681,0.7609,3.7,0.2706,0.7,1.3885,Strong semantic match with job description
1778,CAND_0036820,0.718,3.9167,0.0854,0.7,1.3884,Moderate overall profile match
1779,CAND_0012315,0.7351,3.9133,0.0544,0.7,1.3883,Moderate overall profile match
1780,CAND_0077158,0.6915,3.39,0.571,1.0,1.3883,Positive candidate engagement signals; Relevant professional experience
1781,CAND_0098215,0.7428,3.63,0.3924,0.7,1.3881,Moderate overall profile match
1782,CAND_0032515,0.7708,3.14,0.722,1.0,1.3877,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1783,CAND_0020278,0.7457,3.8433,0.1172,0.7,1.3875,Moderate overall profile match
1784,CAND_0030503,0.7528,4.19,0.0438,0.2,1.3874,Strong semantic match with job description
1785,CAND_0050398,0.751,3.42,0.4054,1.0,1.3865,Strong semantic match with job description; Relevant professional experience
1786,CAND_0018422,0.7192,3.9533,0.027,0.7,1.3864,Moderate overall profile match
1787,CAND_0081977,0.7283,3.95,0.0118,0.7,1.3862,Moderate overall profile match
1788,CAND_0098009,0.7276,3.88,0.0998,0.7,1.386,Moderate overall profile match
1789,CAND_0044442,0.7437,3.8967,0.0456,0.7,1.3858,Moderate overall profile match
1790,CAND_0064256,0.7593,3.5,0.284,1.0,1.3855,Strong semantic match with job description; Relevant professional experience
1791,CAND_0015760,0.7799,3.43,0.5548,0.7,1.3854,Strong semantic match with job description; Positive candidate engagement signals
1792,CAND_0088319,0.7262,3.6,0.4488,0.7,1.3852,Moderate overall profile match
1793,CAND_0045250,0.7626,3.26,0.5736,1.0,1.3847,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1794,CAND_0091165,0.6978,3.51,0.3906,1.0,1.3847,Relevant professional experience
1795,CAND_0054394,0.7611,3.25,0.8134,0.7,1.3846,Strong semantic match with job description; Positive candidate engagement signals
1796,CAND_0064314,0.7152,3.51,0.5774,0.7,1.3841,Positive candidate engagement signals
1797,CAND_0009974,0.7145,3.19,0.7532,1.0,1.3839,Positive candidate engagement signals; Relevant professional experience
1798,CAND_0065473,0.7332,3.6867,0.32,0.7,1.3839,Moderate overall profile match
1799,CAND_0034605,0.7328,3.7033,0.2994,0.7,1.3838,Moderate overall profile match
1800,CAND_0050291,0.7552,3.49,0.296,1.0,1.3838,Strong semantic match with job description; Relevant professional experience
1801,CAND_0060856,0.7417,3.85,0.0962,0.7,1.3834,Moderate overall profile match
1802,CAND_0067993,0.7392,3.7633,0.2074,0.7,1.383,Moderate overall profile match
1803,CAND_0078268,0.7491,3.72,0.2418,0.7,1.383,Moderate overall profile match
1804,CAND_0077299,0.7422,3.6433,0.1246,1.0,1.3826,Relevant professional experience
1805,CAND_0019486,0.7757,3.5867,0.3516,0.7,1.3823,Strong semantic match with job description
1806,CAND_0051700,0.7567,3.7767,0.1518,0.7,1.3822,Strong semantic match with job description
